video_id	label_L0_raw	label_L0	label_L1_subject	label_L1_action	label_L2	label_L3
wyhurCZbKQU_000030	driving motorcycle	motorcycle revving	chainsaw revving	motorcycle backfiring	machine gun firing	chicken crowing
oKVfrZKftHs_000030	playing steel guitar, slide guitar	playing steel guitar	playing violin	glass rubbing	metal squeaking	crow cawing
rajXrf_Dzfw_000029	cattle mooing	cattle mooing	bull bellowing	cattle groaning	heavy door creaking	people coughing
mKEJRZtNx9o_000044	baltimore oriole calling	baltimore oriole calling	person whistling	baltimore oriole pecking	tapping on glass	opening or closing drawers
5R3bR-rkqIk_000170	people eating noodle	eating noodles	pig eating	slurping soup	slime squishing	scuba diving
HU7oqkJeItQ_000000	playing ukulele	playing ukulele	playing mandolin	tapping ukulele	fast typing	people sniggering
fWVfi9pAh_4_000010	subway, metro, underground	subway braking	bus braking	subway car scraping	power tool grinding	people eating crisps
LsxjV7E7F_M_000097	popping popcorn	popping popcorn	firecrackers exploding	tapping on pot	typewriter typing	sheep bleating
wiOUhsE48-g_000461	black capped chickadee calling	black capped chickadee calling	cricket chirping	black capped chickadee chirping	squeaky toy	car engine knocking
brpJxppIbDI_000140	chicken crowing	chicken crowing	dog barking	chicken squawking	squeaky hinge opening	crow cawing
_uZaiX3Awog_000002	people giggling	people giggling	baby laughing	people squealing	squeaky toy	golf driving
glLssX4biLE_000094	playing washboard	playing washboard	playing maracas	scratching record	sawing wood	bowling impact
X0LgBnGmy1w_000150	ocean burbling	ocean burbling	volcano erupting	ocean waves crashing	train starting	people slapping
n4jf0RXGw7I_000019	canary calling	canary calling	finch singing	canary twittering	video game sounds	playing french horn
xXGIKM4daMU_000030	driving motorcycle	driving motorcycle	chainsaw running	motorcycle engine accelerating	lion roaring	playing acoustic guitar
z7rxl5KsPjs_000090	playing violin, fiddle	playing violin	playing cello	violin wailing	squeaky door hinge	playing washboard
e8iKX9r6nEA_000000	people belly laughing	people belly laughing	kookaburra calling	people hiccuping	squeaky toy being squeezed	dog bow-wow
98DR68euGmo_000079	francolin calling	francolin calling	chickens clucking	francolin squawking	popping popcorn	cow lowing
DUlxiX4ri1Q_000045	alarm clock ringing	alarm clock ringing	smoke detector beeping	alarm clock chirping	sonar pinging	cap gun shooting
nqnviB5WXSM_000030	dog whimpering	dog whimpering	baby crying	dog yelping	door hinge squeaking	alarm clock ringing
LgEdRFbdjH4_000004	dog baying	dog baying	pigs squealing	dog yelping	firecrackers popping	electric grinder grinding
BzOeIRpjUN4_000599	parrot talking	parrot talking	baby babbling	parrot squawking	squeaky toy	gibbon howling
c3S3FoxyI1c_000040	yodelling	yodelling	bird singing	woman ululating	flute playing	playing bugle
uNDLAH1xjO4_000095	playing washboard	playing washboard	playing guiro	scrubbing washboard	sawing wood	playing flute
FKbldjY5sJw_000020	helicopter	helicopter	airplane flying	helicopter engine idling	wind tunnel running	pumping water
5Hvz5Dn0IHA_000118	child singing	child singing	woman singing	child humming	violin playing	people farting
0bBJkY4_zs8_000033	elk bugling	elk bugling	whale singing	elk screaming	trumpet playing	civil defense siren
9y2BI6yaNkA_000114	smoke detector beeping	smoke detector beeping	fire alarm ringing	smoke detector ringing	bird chirping	playing harp
nLKEdmVu3FY_000040	orchestra	opera singing	choir singing	people wailing	air raid siren	playing darts
0olhNr566Z0_000018	playing trumpet	playing trumpet	playing saxophone	trumpet wailing	opera singing	hammering nails
iCIa_pmLDqs_000030	playing banjo	playing banjo	playing mandolin	strumming banjo	typing on keyboard	dog baying
MYLbHRi-eXA_000039	driving snowmobile	driving snowmobile	driving jet ski	snowmobile engine revving	leaf blower running	playing table tennis
4WRgvRI06zc_000030	engine accelerating, revving, vroom	engine accelerating	motorcycle accelerating	engine roaring	lion roaring	playing tabla
mJOGqViXauo_000100	popping popcorn	popping popcorn	fireworks exploding	popcorn bursting	fire crackling	scuba diving
a_HzXa0YVIo_000170	rowboat, canoe, kayak rowing	kayak rowing	person swimming	kayak hitting waves	washing clothes by hand	people gargling
j9Z63H5hvrQ_000010	subway, metro, underground	subway braking	train braking	subway grinding	large metal door sliding	playing saxophone
Ce2fbtvF_TI_000136	playing glockenspiel	playing glockenspiel	playing xylophone	glockenspiel chiming	typing on typewriter	sliding door
0yxJzCQW5zI_000030	people whispering	people whispering	man whispering	people humming	paper rustling	playing ukulele
U37ysgI02r8_000020	playing glockenspiel	playing glockenspiel	playing xylophone	striking glockenspiel	tapping on glass	francolin calling
k3AYfr6PIgs_000019	dog bow-wow	dog barking	bear growling	dog coughing	starting an engine	dog barking
KKFdi5WQ0V0_000256	train horning	railroad crossing bell	fire alarm	train wheels squealing	hammering nails	duck quacking
IGF__xZmktU_000167	parrot talking	parrot talking	baby babbling	parrot squawking	typewriter typing	cat hissing
NboCft3LZAg_000140	playing saxophone	playing saxophone	woman singing	man humming	rusty gate squeaking	foghorn
vfIylWPACmg_000077	playing double bass	playing double bass	playing cello	sawing double bass	sawing wood	cupboard opening or closing
_U8kAFAm8tQ_000030	lighting firecrackers	lighting firecrackers	machine gun firing	firecrackers crackling	frying bacon	playing tuning fork
Z5XoxwA2e4c_000150	opening or closing drawers	opening or closing drawers	opening or closing filing cabinet	rummaging in drawer	loading a dishwasher	smoke detector beeping
Co7vOJiMeO0_000064	baby crying	baby crying	kitten crying	baby whining	car alarm sounding	pumping water
Arah6WF7OPM_000026	playing erhu	playing erhu	playing violin	erhu whining	sawing wood	hair dryer drying
axSlCt0ZHVI_000151	eagle screaming	eagle screaming	woman screaming	eagle whining	squeaky brakes	playing mandolin
an8sNYncBao_000450	people babbling	people babbling	birds chirping	people giggling	squeaky toy	playing flute
XA9I4QiBuWQ_000082	playing double bass	playing double bass	playing cello	slapping double bass	bouncing basketball	beat boxing
FLuiWytkGd4_000029	snake hissing	snake hissing	steam hissing	snake exhaling	leaking air	driving snowmobile
RSryuuvUfDM_000050	playing acoustic guitar	playing acoustic guitar	playing ukulele	strumming guitar	typing on keyboard	smoke detector beeping
sosmMya-v6k_000782	people cheering	people cheering	seagulls squawking	people screaming	train wheels squealing	snake rattling
j-UGe1kz-HY_000003	parrot talking	parrot talking	baby babbling	parrot chirping	video game sounds	dog barking
9WClEjrr_RA_000027	mynah bird singing	bird singing	cricket chirping	bird warbling	geiger counter clicking	playing timpani
17WW_p1N7BQ_000030	cat meowing	cat meowing	baby crying	cat coughing	squeezing rubber duck	raining
9PEyCM-BrG4_000024	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer revving	wasp buzzing	cap gun shooting
1V-_jMSJR6A_000024	playing trumpet	playing trumpet	playing saxophone	man whistling	blowing glass bottle	cat purring
Oc9azgD3RJ8_000030	people babbling	people babbling	chick chirping	people giggling	squeaky toy	people eating
LC4vDpnkDtM_000100	bull bellowing	bull bellowing	lion roaring	bull growling	foghorn blowing	playing acoustic guitar
z8X-Xb03RIc_000016	telephone bell ringing	telephone bell ringing	alarm clock ringing	telephone beeping	canary singing	arc welding
DPdAsDw3chc_000030	fire truck siren	fire truck siren	ambulance siren	fire truck horn blaring	person screaming	turkey gobbling
0q9FUj_2qMc_000539	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer revving	giant insect buzzing	mynah bird singing
mpNxnTHMCHs_000164	playing tambourine	playing tambourine	shaking maracas	brushing snare drum	rattlesnake rattling	playing cornet
p2m6Ei_vkSk_000000	warbler chirping	warbler chirping	person whistling	warbler singing	squeaky toy	train horning
6BXR7JlTiBQ_000590	coyote howling	coyote howling	wolf howling	coyote whining	ambulance siren	train whistling
TNERQa_7oB8_000013	snake rattling	snake rattling	maraca shaking	snake hissing	shaking can of spray paint	cow lowing
c-_S5Tt-gbw_000490	typing on typewriter	typing on typewriter	typing on keyboard	tapping fingers on table	woodpecker pecking	police radio chatter
K49OWIVNULE_000220	fireworks banging	fireworks	bombs exploding	fireworks crackling	thunder clapping	people booing
RWVuRwtjGek_000210	subway, metro, underground	subway passing	truck passing	subway emergency braking	jet plane flyby	slot machine
VyGYjbe6gJU_000027	beat boxing	beat boxing	drum machine playing	person rapping	typewriter typing	playing djembe
IMKIBJD-JSM_000013	disc scratching	disc scratching	zipper opening	disc skipping	sawing wood	playing saxophone
oBsTZmqrpFQ_000070	playing drum kit	playing drum kit	drum machine playing	typing on keyboard	machine gun firing	fire crackling
l9L7_RaTw6I_000060	playing clarinet	playing clarinet	playing saxophone	man whistling	bird singing	zebra braying
mMf4vJFT8Fw_000030	playing bass guitar	playing bass guitar	playing acoustic guitar	bass guitar tuning	sonar ping	car passing by
UX7R8WWJLoI_000160	playing harp	playing harp	playing guitar	strumming harp	typing on keyboard	ambulance siren
noH950QMOLg_000198	playing snare drum	playing snare drum	playing bongo drum	tapping snare drum	typing on keyboard	firing muskets
ixscoaWEEnQ_000104	people eating crisps	people eating crisps	dog eating kibble	people crunching leaves	paper crumpling	tap dancing
89PzuqeWWYQ_000024	people battle cry	people battle cry	monks chanting	people clapping	train on tracks	singing choir
xl31V1yQ2Dw_000059	driving snowmobile	driving snowmobile	driving motorcycle	snowmobile engine revving	operating chainsaw	stream burbling
6dhU9_K2uw8_000030	engine accelerating, revving, vroom	engine revving	motorcycle revving	engine backfiring	lion roaring	fox barking
CgzmlbU6hsk_000030	playing banjo	playing banjo	playing guitar	strumming banjo	using a sewing machine	chicken crowing
Mn8WGSW8jHY_000065	eletric blender running	electric blender running	power drill operating	electric blender grinding	chainsaw idling	spraying water
o3F3tUpmVaw_000030	police car (siren)	police car siren	ambulance siren	car alarm	smoke alarm	playing bass drum
Od58AkKIPnA_000060	lathe spinning	lathe spinning	grinding machine operating	lathe grinding	train wheels squealing	penguins braying
URosKU18wTk_000018	squishing water	squishing water	stomping in mud	water splashing	stepping on snails	playing castanets
5X7flUpy7Ts_000002	cow lowing	cow lowing	lion roaring	cow groaning	foghorn	people humming
A_oaLt-n4fQ_000220	playing violin, fiddle	playing violin	playing cello	violin screeching	sawing wood	car engine knocking
WLX3Db60418_000020	driving motorcycle	driving motorcycle	chainsaw running	motorcycle accelerating	power drill drilling	tapping guitar
9EsgN-WS2qY_000030	reversing beeps	reversing beeps	smoke alarm beeping	turn signal clicking	metronome ticking	mynah bird singing
hYk2rw9wcXc_000070	male speech, man speaking	man speaking	woman speaking	man beatboxing	drum machine playing	wood thrush calling
60AkV1YbZlU_000006	smoke detector beeping	smoke detector beeping	burglar alarm beeping	smoke detector ringing	feedback squealing	playing lacrosse
2mQ1JOOs6LE_000054	playing congas	playing congas	playing bongos	slapping table	basketball bouncing	playing tambourine
OjGbRQ7e_AU_000134	playing mandolin	playing mandolin	playing ukulele	tapping mandolin	typing on keyboard	otter growling
m0kxHYaGpL8_000000	people whistling	people whistling	bird whistling	people humming	robot beeping	children shouting
aouKweCzxj8_000290	driving buses	driving buses	tram driving	bus engine humming	vacuum cleaner running	sea waves
QBj5dyzsJkY_000007	cricket chirping	cricket chirping	smoke detector beeping	cricket clicking	geiger counter clicking	reversing beeps
Iy47-2ecO1g_000250	playing congas	playing congas	playing bongos	slapping table	knocking on door	roller coaster running
9aR-uBVtrVA_000010	lions roaring	lions roaring	bear growling	lion coughing	heavy door creaking	chopping wood
zxpo56cpUBU_000007	people booing	people booing	cows mooing	people groaning	distant thunder rumbling	striking bowling
1kiR-BU9Fik_000071	lip smacking	lip smacking	baby suckling	kissing sound	squeezing glue bottle	ripping paper
19r6_MQei4M_000119	dinosaurs bellowing	dinosaurs bellowing	bear roaring	dinosaurs growling	foghorn blowing	playing badminton
zi5NCXyuLMI_000230	gibbon howling	gibbon howling	turkey gobbling	gibbon coughing	bouncing rubber ball	dog growling
U4LITdDmjvg_000011	toilet flushing	toilet flushing	shower running	toilet overflowing	blender running	strike lighter
b2kGVB2Pz0Y_000249	parrot talking	parrot talking	toddler babbling	parrot whistling	squeaky toy	baby laughter
9XHRHFTY0iU_000409	people cheering	people cheering	crowd chanting	people stomping	stampeding animals	cuckoo bird calling
Ggh5JPnDPNw_000070	playing double bass	playing double bass	playing cello	tuning double bass	sawing wood	playing tambourine
_6uZ1HyHSQY_000110	chainsawing trees	chainsawing trees	motorcycle engine revving	chainsaw engine running	electric guitar playing	playing trombone
d8bhrEHxJsA_000344	lathe spinning	lathe spinning	grinding machine running	lathe grinding	jet engine running	blowtorch igniting
u5rQmh0SE1g_000102	popping popcorn	popping popcorn	fire crackling	seeds cracking	raindrops on a tin roof	zebra braying
kuihSZXsIJ4_000030	car engine knocking	car engine knocking	truck engine knocking	car engine rumbling	pile driver operating	wood thrush calling
iJ6DxdwyDeE_000064	chicken clucking	chicken clucking	duck quacking	chicken coughing	spraying aerosol can	air conditioning noise
v41-hFzfeRs_000009	wood thrush calling	wood thrush calling	person whistling	wood thrush singing	flute playing	church bell ringing
dLRlnhW9_Pc_000070	machine gun shooting	machine gun shooting	jackhammering	machine gun rattling	drum roll	pheasant crowing
Pf4C7fuB9hM_000090	playing guiro	playing guiro	playing washboard	guiro rattling	sawing wood	telephone bell ringing
F4JohaJr23s_000072	civil defense siren	civil defense siren	ambulance siren	factory whistle	power tool winding down	machine gun shooting
YIN5D9ffrtE_000031	coyote howling	coyote howling	dog yelping	coyote barking	squeezing rubber toy	scuba diving
bZOJYhzt5_U_000240	playing oboe	playing oboe	playing clarinet	woman whistling	synthesizer playing	playing cymbal
Nsjm00Bwebo_000140	bird squawking	bird squawking	cat screeching	bird screeching	squeaky toy	playing gong
ny4wkNf3P40_000001	fox barking	fox barking	small dog yapping	fox yelping	squeaky toy	car passing by
d4G_b-s_Odw_000030	people burping	people burping	pig grunting	people coughing	cork popping	mynah bird singing
